term_id,category,zh_cn,en,ja,aliases_zh,aliases_en,aliases_ja,zh_status,sources,notes,priority,enabled,match_case
character:balloon-waddle-dee,character,气球瓦豆鲁迪,Balloon Waddle Dee,フーセンワドルディ,,,,official_reused,bwiki-infobox,BWIKI page: 毛线卡比/杂兵1; template: 杂兵,100,True,False
character:bandana-waddle-dee,character,头巾瓦豆鲁迪,Bandana Waddle Dee,バンダナワドルディ,头巾瓦豆鲁迪 STA | 头巾瓦豆鲁迪 WIIDX | 头巾瓦豆鲁迪（星之卡比 Wii 豪华版） | 头巾瓦豆鲁迪（星之卡比 新星同盟） | 星之卡比 Wii 豪华版 头巾瓦豆鲁迪 | 星之卡比 新星同盟 头巾瓦豆鲁迪 | 頭巾瓦豆魯迪,Bandana Waddle Dee (Kirby Star Allies) | Bandana Waddle Dee (Kirby's Return to Dream Land Deluxe) | Bandana Waddle Dee STA | Bandana Waddle Dee WIIDX | Kirby Star Allies Bandana Waddle Dee | Kirby's Return to Dream Land Deluxe Bandana Waddle Dee | 头巾瓦豆鲁迪 STA | 头巾瓦豆鲁迪 WIIDX | 星之卡比 Wii 豪华版 头巾瓦豆鲁迪,バンダナワドルディ(STA) | バンダナワドルディ(WiiDX),official,bwiki-infobox | catalog-profiles | curated-official-notes | shinkaku-page-names | wikirby-names,BWIKI page: 头巾瓦豆鲁迪; template: Infobox/角色；WiKirby page: Bandana Waddle Dee；星之卡比官方资料.md / 核心角色词条；真格速查 #158；真格速查 #271,150,True,False
character:bang-bang,character,轟隆隆,Bang-Bang,ドッコーン,轰隆隆,,,official,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 星之卡比 镜之大迷宫/杂兵; template: 杂兵；BWIKI page: 轰隆隆; template: Infobox/敌对角色；BWIKI table: 杂兵；WiKirby page: Bang-Bang,100,True,False
character:banishback,character,驱驱雾,Banishback,ブリンバ,,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 集合！ 卡比/杂兵2; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Banishback,100,True,False
character:bar-waddle-dee,character,横杠瓦豆鲁迪,Bar Waddle Dee,バーワドルディ,,,,official_reused,bwiki-infobox,BWIKI page: 瓦豆鲁迪/种类; template: 杂兵,100,True,False
character:bar-waddle-dees,character,Bar Waddle Dees,Bar Waddle Dees,バーワドルディー,,,,unchanged,catalog-profiles | wikirby-names,WiKirby page: Bar Waddle Dees,100,True,False
character:barampa,character,巴兰帕,Barampa,バランパ,,,,official_reused,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 触摸！ 卡比 超级彩虹/杂兵; template: 杂兵；WiKirby page: Barampa,100,True,False
character:barbar,character,巴鲁巴鲁,Barbar,バルバル,,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 巴鲁巴鲁; template: Infobox/敌对角色；BWIKI table: 杂兵；WiKirby page: Barbar,100,True,False
character:baron-gallic,character,Baron Gallic,Baron Gallic,ガリック男爵,,,,unchanged,catalog-profiles | wikirby-names,WiKirby page: Baron Gallic,100,True,False
character:barracu,character,巴鱼予,Barracu,バラクー,巴鱼予！,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 星之卡比 Wii/杂兵; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Barracu,100,True,False
character:bastron,character,Bastron,Bastron,バストロン,,,,unchanged,catalog-profiles | wikirby-names,WiKirby page: Bastron,100,True,False
character:batafire,character,巴塔飞火,Batafire,バタファイア,,,,project,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 巴塔飞火; template: Infobox/敌对角色；WiKirby page: Batafire,100,True,False
character:batamon,character,冒牌怪,Batamon,バタモン,冒牌怪！ | 玛果,Magoo,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 星之卡比3/杂兵; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Batamon,100,True,False
character:battins,character,纽扣蝙蝠,Battins,バサバサ,,,,official_reused,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 毛线卡比/杂兵1; template: 杂兵；WiKirby page: Battins,100,True,False
character:batty,character,巴提,Batty,バッティー,蝙提,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 巴提; template: Infobox/敌对角色；BWIKI page: 星之卡比 镜之大迷宫/杂兵; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Batty,100,True,False
character:battybat,character,咬咬蝙蝠,Battybat,ガバット,,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 集合！ 卡比/杂兵3; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Battybat,100,True,False
character:beadrix,character,珠珠坦,Beadrix,ビータン,,,,official_reused,bwiki-table | catalog-profiles | wikirby-names,BWIKI vertical name table: 毛线卡比/NPC；WiKirby page: Beadrix,100,True,False
character:beanbon,character,叶芽,Beanbon,プッポン,葉芽,,,official,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 集合！ 卡比/杂兵1; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Beanbon,100,True,False
character:beast-pack,character,野兽军团,Beast Pack,ビースト軍団,野獸軍團,,,official,bwiki-infobox | curated-official-notes,BWIKI page: 野兽军团; template: Infobox/敌对角色；星之卡比官方资料.md / 核心角色词条,120,True,False
character:beetley,character,大角甲虫,Beetley,ビートリー,大角甲蟲,Beetly,,official,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 大角甲虫; template: Infobox/敌对角色；BWIKI table: 杂兵；WiKirby page: Beetley,100,True,False
character:belly-buster,character,Belly Buster,Belly Buster,パワーストマック,,,,unchanged,catalog-profiles | wikirby-names,WiKirby page: Belly Buster,100,True,False
character:benikage,character,Benikage,Benikage,ベニカゲ,,,,unchanged,catalog-profiles | wikirby-names,WiKirby page: Benikage,100,True,False
character:benny,character,巴尼,Benny,ベニー,巴尼！,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 星之卡比/杂兵; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Benny,100,True,False
character:bernard,character,伯纳犬,Bernard,バーナード,伯納犬,,,official,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 星之卡比 探索发现/杂兵; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Bernard,100,True,False
character:beryl,character,Beryl,Beryl,ベリル,,,,unchanged,catalog-profiles | wikirby-names,WiKirby page: Beryl,100,True,False
character:biblio,character,Biblio,Biblio,ビブリ,,,,unchanged,catalog-profiles | wikirby-names,WiKirby page: Biblio,100,True,False
character:big-beanbon,character,大叶芽,Big Beanbon,デラッポン,,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 集合！ 卡比/杂兵1; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Big Beanbon,100,True,False
character:big-birdee,character,鸟大,Big Birdee,デラトリィ,,,,official_reused,bwiki-table | catalog-profiles | wikirby-names,BWIKI vertical name table: 集合！ 卡比/中魔王；WiKirby page: Big Birdee,100,True,False
character:big-blucko,character,大方块,Big Blucko,デラブロストン,,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 集合！ 卡比/杂兵2; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Big Blucko,100,True,False
character:big-bouncy,character,Big Bouncy,Big Bouncy,デカバウンシー,,,,unchanged,catalog-profiles | wikirby-names,WiKirby page: Big Bouncy,100,True,False
character:big-cappy,character,Big Cappy,Big Cappy,,,,,unchanged,catalog-profiles | wikirby-names,WiKirby 页面没有可解析的多语言名称表,100,True,False
character:big-floof,character,大飘飘,Big Floof,デラフワ,,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 集合！ 卡比/杂兵2; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Big Floof,100,True,False
character:big-gordo,character,大黑刺球,Big Gordo,ビッグゴルドー,,,,official_reused,bwiki-table,BWIKI table: 杂兵,100,True,False
character:big-iceton,character,大冰砖,Big Iceton,デラアイストン,大冰方块,Big IceBlucko,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 集合！ 卡比/杂兵2; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Big Iceton,100,True,False
character:big-kabu,character,大石像怪,Big Kabu,ビッグカブー,,Dekabu,デカブー,official,bwiki-table | catalog-profiles | wikirby-names,BWIKI table: 杂兵；WiKirby page: Big Kabu,100,True,False
character:big-metalun,character,巨型金属,Big Metalun,ビッグメタルン,,,,project,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 巨型金属; template: Infobox/敌对角色；WiKirby page: Big Metalun,100,True,False
character:big-missile,character,巨型导弹,Big Missile,ビッグミサイル,巨型导弹！,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 星之卡比 三重豪华/杂兵; template: 杂兵；BWIKI table: 杂兵；WiKirby 页面没有可解析的多语言名称表,100,True,False
character:big-mummbon,character,大带种,Big Mummbon,デラミポン,,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 集合！ 卡比/杂兵2; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Big Mummbon,100,True,False
character:big-red-tortuilding,character,红通通龟塔洛斯,Big Red Tortuilding,レッドガルトータロス,紅通通龜塔洛斯,,,official,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 星之卡比 探索发现/杂兵; template: 杂兵；WiKirby page: Big Red Tortuilding,100,True,False
character:big-schnoz,character,咚咚坦,Big Schnoz,ドドスタン,,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 集合！ 卡比/杂兵1; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Big Schnoz,100,True,False
character:big-soarar,character,大滑翔翼,Big Soarar,ビッグソアラ,,Colossal Soarar,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 集合！ 卡比/杂兵3; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Big Soarar,100,True,False
character:big-squishy,character,Big Squishy,Big Squishy,,,,,unchanged,catalog-profiles | wikirby-names,WiKirby 页面没有可解析的多语言名称表,100,True,False
character:big-stackle,character,大刺盔鱼,Big Stackle,デラスタックル,,Big Stickle,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 集合！ 卡比/杂兵1; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Big Stackle,100,True,False
character:big-stactus,character,大刺角株,Big Stactus,デラカクサン,,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 集合！ 卡比/杂兵1; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Big Stactus,100,True,False
character:big-waddle-dee,character,大瓦豆鲁迪,Big Waddle Dee,ビッグワドルディ,,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 瓦豆鲁迪/种类; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Big Waddle Dee,100,True,False
character:big-warwiggle,character,大扭扭蠕,Big Warwiggle,デラデラーム,,,,official_reused,bwiki-table | catalog-profiles | wikirby-names,BWIKI vertical name table: 集合！ 卡比/中魔王；WiKirby page: Big Warwiggle,100,True,False
character:big-zombon,character,大尸种,Big Zombon,デラゾッポン,,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 集合！ 卡比/杂兵2; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Big Zombon,100,True,False
character:bigger-beanbon,character,Bigger Beanbon,Bigger Beanbon,デラデラッポン,,,,unchanged,catalog-profiles | wikirby-names,WiKirby page: Bigger Beanbon,100,True,False
character:bigger-schnoz,character,咚咚咚坦,Bigger Schnoz,ドスドスタン,,Giant Schnoz,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 集合！ 卡比/杂兵1; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Bigger Schnoz,100,True,False
character:bigger-stactus,character,巨刺角株,Bigger Stactus,デカクサン,,GiantStactus,,official_reused,bwiki-table | catalog-profiles | wikirby-names,BWIKI vertical name table: 集合！ 卡比/中魔王；WiKirby page: Bigger Stactus,100,True,False
character:biggy-boney-and-sleepy,character,"Biggy, Boney, and Sleepy","Biggy, Boney, and Sleepy",オタキング,,,,unchanged,catalog-profiles | wikirby-names,"WiKirby page: Biggy, Boney, and Sleepy",100,True,False
character:bio-spark,character,暗忍,Bio Spark,バイオスパーク,闇忍,,,official,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 暗忍; template: Infobox/敌对角色；BWIKI table: 杂兵；WiKirby page: Bio Spark,100,True,False
character:birdee,character,托利鸟,Birdee,トリィ,,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 集合！ 卡比/杂兵3; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Birdee,100,True,False
character:birdon,character,飞行鸟,Birdon,バードン,飛行鳥,,,official,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 飞行鸟; template: Infobox/敌对角色；BWIKI table: 杂兵；WiKirby page: Birdon,100,True,False
character:biripper,character,哔哔鲤,Biripper,ビリッパー,,Electro Blipper,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 集合！ 卡比/杂兵1; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Biripper,100,True,False
character:bitestatue,character,半人鱼像！,BiteStatue,,,,,project,bwiki-infobox,BWIKI page: 星之卡比 Wii/杂兵; template: 杂兵,100,True,False
character:bivolt,character,哔啵伏特！,Bivolt,ビボルト,,,,project,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 星之卡比64/杂兵; template: 杂兵；WiKirby page: Bivolt,100,True,False
character:blade,character,剑武士,Blade,ブレイド,剑武士！,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 星之卡比2/杂兵; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Blade,100,True,False
character:blade-knight,character,剑骑士,Blade Knight,ブレイドナイト,冰雪剑骑士 | 劍騎士,Blade Knight (anime character) | Blizzard Blade Knight,ブレードナイト,official,bwiki-infobox | bwiki-table | catalog-forms | catalog-profiles | wikirby-names,BWIKI page: 剑骑士; template: Infobox/敌对角色；BWIKI table: 杂兵；WiKirby page: Blade Knight；WiKirby page: Blade Knight (anime character),100,True,False
character:blado,character,黑齿球,Blado,ブレドー,,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 黑齿球; template: Infobox/敌对角色；BWIKI table: 杂兵；WiKirby page: Blado,100,True,False
character:blamboom,character,罗汉炮台,Blamboom,モリッツォ,,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 集合！ 卡比/杂兵2; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Blamboom,100,True,False
character:blast-mariner,character,炸裂海兵,Blast Mariner,ヘーチョー,,,,project,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 炸裂海兵; template: Infobox/敌对角色；WiKirby page: Blast Mariner,100,True,False
